Heel 00

Hydrostatics for trim 4.0m by Stern

Curves



Tables




Trim -4.00 metres 
Heel 0.00 degrees 
   
Shell thickness 12.00000 mm 
Keel thickness 14.00000 mm 
Hog (+ve)/ Sag (-ve) 0.00000 metres 
Water density 1.02500 tonnes/cu.m 


All drafts are moulded

Hydrostatics


Trim Draft Displt LCB TCB VCB WPA LCF KML KMT BML BMT IL IT TPC MTC WSA 
(m) (m) (t) (m) (m) (m) (m^2) (m) (m) (m) (m) (m) (m^4) (m^4) (t/cm) (t-m/cm) (m^2) 

-1.00 3.49 3329.38 42.403 0.000 1.832 1016.89 42.973 129.008 6.941 127.176 5.109 413091.0 16596.2 10.42 49.99 1438.88 
-1.00 3.52 3360.69 42.408 0.000 1.848 1017.92 42.959 128.188 6.916 126.341 5.069 414235.8 16618.6 10.43 50.13 1444.30 
                 
-1.00 3.55 3392.03 42.413 0.000 1.863 1018.96 42.945 127.388 6.892 125.525 5.029 415399.6 16641.0 10.44 50.27 1449.73 
-1.00 3.58 3423.41 42.418 0.000 1.879 1020.01 42.930 126.607 6.868 124.728 4.989 416580.3 16663.3 10.46 50.41 1455.17 
-1.00 3.61 3454.81 42.423 0.000 1.894 1021.06 42.915 125.843 6.845 123.949 4.950 417774.8 16685.3 10.47 50.56 1460.61 
-1.00 3.64 3486.25 42.427 0.000 1.910 1022.12 42.900 125.097 6.822 123.187 4.912 418985.9 16707.3 10.48 50.70 1466.07 
-1.00 3.67 3517.72 42.431 0.000 1.926 1023.19 42.884 124.369 6.800 122.444 4.875 420217.0 16729.2 10.49 50.85 1471.54 
                 
-1.00 3.70 3549.22 42.435 0.000 1.941 1024.28 42.867 123.660 6.779 121.719 4.838 421469.6 16751.2 10.50 51.00 1477.02 
-1.00 3.73 3580.76 42.439 0.000 1.957 1025.37 42.850 122.969 6.758 121.012 4.801 422745.7 16773.3 10.51 51.16 1482.51 
-1.00 3.76 3612.33 42.443 0.000 1.972 1026.49 42.833 122.296 6.738 120.323 4.766 424047.2 16795.5 10.52 51.32 1488.01 
-1.00 3.79 3643.94 42.446 0.000 1.988 1027.62 42.815 121.642 6.719 119.654 4.731 425375.7 16817.8 10.53 51.48 1493.53 
-1.00 3.82 3675.58 42.449 0.000 2.004 1028.77 42.797 121.005 6.700 119.001 4.696 426731.0 16840.2 10.54 51.64 1499.07 
                 
-1.00 3.85 3707.26 42.452 0.000 2.019 1029.93 42.778 120.385 6.682 118.366 4.662 428108.9 16862.6 10.56 51.81 1504.61 
-1.00 3.88 3738.97 42.455 0.000 2.035 1031.10 42.759 119.781 6.664 117.746 4.629 429512.3 16885.1 10.57 51.98 1510.18 
-1.00 3.91 3770.72 42.457 0.000 2.051 1032.29 42.739 119.194 6.647 117.143 4.596 430940.9 16907.8 10.58 52.15 1515.76 
-1.00 3.94 3802.51 42.459 0.000 2.066 1033.50 42.718 118.623 6.630 116.556 4.564 432397.0 16930.7 10.59 52.33 1521.35 
-1.00 3.97 3834.34 42.461 0.000 2.082 1034.73 42.697 118.067 6.614 115.985 4.532 433879.9 16954.0 10.61 52.51 1526.96 
                 
-1.00 4.00 3866.19 42.463 0.000 2.098 1035.97 42.674 117.527 6.599 115.429 4.501 435386.1 16977.4 10.62 52.69 1532.58 
-1.00 4.03 3898.10 42.465 0.000 2.113 1037.24 42.651 117.002 6.584 114.888 4.470 436923.2 17001.3 10.63 52.87 1538.23 
-1.00 4.06 3930.04 42.466 0.000 2.129 1038.51 42.628 116.489 6.569 114.360 4.440 438476.8 17025.1 10.64 53.06 1543.88 
-1.00 4.09 3962.03 42.468 0.000 2.145 1039.79 42.604 115.988 6.555 113.843 4.411 440049.5 17048.6 10.66 53.25 1549.55 
-1.00 4.12 3994.04 42.469 0.000 2.161 1041.07 42.580 115.499 6.542 113.339 4.381 441637.8 17071.9 10.67 53.44 1555.22 
                 
-1.00 4.15 4026.10 42.469 0.000 2.176 1042.36 42.556 115.021 6.529 112.845 4.352 443242.6 17094.9 10.68 53.64 1560.91 
-1.00 4.18 4058.20 42.470 0.000 2.192 1043.65 42.531 114.555 6.516 112.363 4.324 444868.3 17117.8 10.70 53.84 1566.62 
-1.00 4.21 4090.34 42.470 0.000 2.208 1044.97 42.505 114.103 6.503 111.895 4.295 446525.7 17140.6 10.71 54.04 1572.34 
-1.00 4.24 4122.52 42.471 0.000 2.224 1046.30 42.479 113.666 6.491 111.442 4.267 448217.8 17163.7 10.72 54.24 1578.09 
-1.00 4.27 4154.74 42.470 0.000 2.239 1047.66 42.451 113.243 6.480 111.004 4.240 449944.2 17187.1 10.74 54.45 1583.85 
                 
-1.00 4.30 4187.01 42.470 0.000 2.255 1049.04 42.423 112.835 6.468 110.579 4.213 451704.0 17210.6 10.75 54.66 1589.64 
-1.00 4.33 4219.32 42.470 0.000 2.271 1050.45 42.393 112.442 6.458 110.171 4.187 453510.8 17234.9 10.77 54.88 1595.46 
-1.00 4.36 4251.67 42.469 0.000 2.287 1051.91 42.362 112.071 6.448 109.784 4.161 455381.1 17260.1 10.78 55.11 1601.32 
-1.00 4.39 4284.07 42.468 0.000 2.303 1053.41 42.330 111.715 6.438 109.412 4.136 457297.8 17285.7 10.80 55.34 1607.20 
-1.00 4.42 4316.49 42.467 0.000 2.318 1054.92 42.297 111.373 6.429 109.055 4.111 459251.7 17311.4 10.81 55.58 1613.11 
                 
-1.00 4.45 4349.00 42.466 0.000 2.334 1056.45 42.263 111.040 6.421 108.706 4.086 461232.0 17337.4 10.83 55.82 1619.03 
-1.00 4.48 4381.54 42.464 0.000 2.350 1057.99 42.229 110.717 6.412 108.367 4.062 463232.9 17363.3 10.84 56.06 1624.97 
-1.00 4.51 4414.13 42.462 0.000 2.366 1059.53 42.195 110.401 6.404 108.035 4.038 465248.7 17389.2 10.86 56.30 1630.92 
-1.00 4.54 4446.76 42.460 0.000 2.382 1061.08 42.161 110.092 6.396 107.710 4.014 467279.3 17414.9 10.88 56.55 1636.89 
-1.00 4.57 4479.44 42.458 0.000 2.398 1062.63 42.126 109.790 6.389 107.392 3.991 469322.3 17440.6 10.89 56.80 1642.86 
                 
-1.00 4.60 4512.17 42.455 0.000 2.414 1064.19 42.091 109.496 6.382 107.082 3.968 471386.4 17466.9 10.91 57.04 1648.84 
-1.00 4.63 4544.95 42.452 0.000 2.430 1065.77 42.056 109.208 6.375 106.779 3.945 473467.2 17493.3 10.92 57.30 1654.84 
-1.00 4.66 4577.78 42.449 0.000 2.446 1067.34 42.021 108.928 6.369 106.482 3.923 475562.1 17519.8 10.94 57.55 1660.85 
-1.00 4.69 4610.65 42.446 0.000 2.462 1068.93 41.985 108.654 6.362 106.193 3.901 477675.9 17546.1 10.96 57.81 1666.86 
-1.00 4.72 4643.57 42.443 0.000 2.478 1070.52 41.950 108.388 6.356 105.910 3.879 479807.9 17572.4 10.97 58.06 1672.89 
                 
-1.00 4.75 4676.55 42.439 0.000 2.494 1072.12 41.914 108.130 6.351 105.636 3.857 481964.3 17598.6 10.99 58.33 1678.94 
-1.00 4.78 4709.58 42.435 0.000 2.510 1073.74 41.877 107.882 6.346 105.373 3.836 484156.6 17625.5 11.01 58.59 1685.00 
-1.00 4.81 4742.64 42.431 0.000 2.526 1075.38 41.840 107.644 6.341 105.119 3.815 486381.2 17652.6 11.02 58.86 1691.08 
-1.00 4.84 4775.77 42.427 0.000 2.542 1077.05 41.802 107.417 6.336 104.876 3.795 488646.2 17680.2 11.04 59.13 1697.19 
-1.00 4.87 4808.94 42.423 0.000 2.558 1078.74 41.763 107.201 6.332 104.643 3.774 490950.3 17708.2 11.06 59.41 1703.32 
                 
-1.00 4.90 4842.17 42.418 0.000 2.574 1080.45 41.723 106.995 6.328 104.421 3.754 493291.5 17736.3 11.07 59.70 1709.47 
-1.00 4.93 4875.46 42.413 0.000 2.590 1082.17 41.683 106.798 6.325 104.208 3.735 495670.6 17764.4 11.09 59.98 1715.65 
-1.00 4.96 4908.79 42.408 0.000 2.606 1083.91 41.642 106.611 6.321 104.005 3.715 498085.6 17792.3 11.11 60.28 1721.84 
-1.00 4.99 4942.20 42.403 0.000 2.622 1085.66 41.601 106.433 6.318 103.811 3.696 500538.5 17820.1 11.13 60.57 1728.06 
-1.00 5.02 4975.62 42.397 0.000 2.638 1087.43 41.558 106.265 6.315 103.626 3.677 503030.2 17847.7 11.15 60.87 1734.30 
                 
-1.00 5.05 5009.12 42.391 0.000 2.654 1089.20 41.515 106.103 6.312 103.448 3.658 505547.2 17875.4 11.16 61.18 1740.56 
-1.00 5.08 5042.68 42.385 0.000 2.670 1090.99 41.472 105.946 6.309 103.276 3.639 508082.9 17903.1 11.18 61.49 1746.82 
-1.00 5.11 5076.28 42.379 0.000 2.687 1092.78 41.429 105.793 6.307 103.106 3.621 510631.8 17930.7 11.20 61.79 1753.10 
-1.00 5.14 5109.95 42.373 0.000 2.703 1094.57 41.385 105.643 6.305 102.940 3.602 513190.6 17958.7 11.22 62.10 1759.39 
-1.00 5.17 5143.67 42.366 0.000 2.719 1096.37 41.341 105.494 6.303 102.775 3.584 515747.9 17987.1 11.24 62.41 1765.68 
                 
-1.00 5.20 5177.44 42.359 0.000 2.735 1098.16 41.298 105.346 6.302 102.610 3.567 518302.3 18015.9 11.26 62.72 1771.97 
-1.00 5.23 5211.27 42.352 0.000 2.751 1099.96 41.254 105.197 6.301 102.446 3.549 520850.7 18045.0 11.27 63.03 1778.27 
-1.00 5.26 5245.15 42.345 0.000 2.768 1101.75 41.211 105.048 6.300 102.281 3.532 523393.0 18074.3 11.29 63.34 1784.56 
-1.00 5.29 5279.09 42.338 0.000 2.784 1103.53 41.168 104.898 6.299 102.115 3.515 525924.5 18103.9 11.31 63.64 1790.86 
-1.00 5.32 5313.08 42.330 0.000 2.800 1105.31 41.125 104.747 6.298 101.947 3.498 528442.8 18133.8 11.33 63.95 1797.16 
                 
-1.00 5.35 5347.13 42.322 0.000 2.816 1107.09 41.083 104.596 6.298 101.780 3.482 530958.3 18164.1 11.35 64.25 1803.46 
-1.00 5.38 5381.23 42.314 0.000 2.833 1108.85 41.041 104.442 6.298 101.610 3.466 533450.1 18194.6 11.37 64.56 1809.75 
-1.00 5.41 5415.39 42.306 0.000 2.849 1110.60 41.000 104.285 6.298 101.436 3.450 535919.4 18225.4 11.38 64.85 1816.03 
-1.00 5.44 5449.60 42.298 0.000 2.865 1112.34 40.959 104.125 6.299 101.259 3.434 538364.9 18256.4 11.40 65.15 1822.31 
-1.00 5.47 5483.87 42.289 0.000 2.881 1114.06 40.919 103.961 6.300 101.080 3.418 540787.8 18287.6 11.42 65.44 1828.57 
                 
-1.00 5.50 5518.18 42.280 0.000 2.898 1115.77 40.880 103.795 6.301 100.897 3.403 543188.7 18318.9 11.44 65.73 1834.83 
-1.00 5.53 5552.56 42.272 0.000 2.914 1117.46 40.842 103.626 6.302 100.712 3.387 545567.7 18350.3 11.45 66.02 1841.08 
-1.00 5.56 5586.97 42.263 0.000 2.930 1119.14 40.804 103.455 6.303 100.524 3.372 547928.7 18382.2 11.47 66.31 1847.33 
-1.00 5.59 5621.44 42.254 0.000 2.947 1120.83 40.767 103.283 6.305 100.336 3.358 550275.2 18414.8 11.49 66.59 1853.57 
-1.00 5.62 5655.96 42.244 0.000 2.963 1122.49 40.730 103.106 6.306 100.143 3.343 552591.2 18447.5 11.51 66.87 1859.80 
                 
-1.00 5.65 5690.54 42.235 0.000 2.980 1124.14 40.693 102.926 6.308 99.947 3.329 554877.7 18480.4 11.52 67.15 1866.02 
-1.00 5.68 5725.16 42.226 0.000 2.996 1125.77 40.658 102.742 6.310 99.746 3.315 557134.4 18513.3 11.54 67.42 1872.23 
-1.00 5.71 5759.84 42.216 0.000 3.012 1127.38 40.623 102.556 6.313 99.543 3.300 559368.2 18546.2 11.56 67.69 1878.43 
-1.00 5.74 5794.56 42.206 0.000 3.029 1128.97 40.589 102.366 6.315 99.338 3.286 561578.0 18579.2 11.57 67.96 1884.63 
-1.00 5.77 5829.33 42.197 0.000 3.045 1130.54 40.555 102.172 6.318 99.127 3.273 563749.3 18612.1 11.59 68.22 1890.81 
                 
-1.00 5.80 5864.15 42.187 0.000 3.062 1132.09 40.523 101.974 6.321 98.912 3.259 565888.0 18645.0 11.60 68.48 1896.97 
-1.00 5.83 5899.01 42.177 0.000 3.078 1133.63 40.490 101.773 6.323 98.695 3.245 568003.7 18677.9 11.62 68.74 1903.13 
-1.00 5.86 5933.93 42.167 0.000 3.095 1135.15 40.459 101.571 6.327 98.476 3.232 570098.4 18710.9 11.64 68.99 1909.28 
-1.00 5.89 5968.88 42.157 0.000 3.111 1136.64 40.428 101.365 6.330 98.254 3.219 572165.0 18743.6 11.65 69.24 1915.42 
-1.00 5.92 6003.89 42.146 0.000 3.127 1138.13 40.397 101.157 6.333 98.029 3.206 574202.5 18776.5 11.67 69.49 1921.55 
                 
-1.00 5.95 6038.94 42.136 0.000 3.144 1139.59 40.368 100.946 6.336 97.802 3.193 576215.2 18809.4 11.68 69.73 1927.67 
-1.00 5.98 6074.03 42.126 0.000 3.160 1141.04 40.338 100.733 6.340 97.573 3.180 578204.0 18842.3 11.70 69.97 1933.78 
-1.00 6.01 6109.17 42.115 0.000 3.177 1142.47 40.310 100.519 6.344 97.342 3.167 580174.8 18875.3 11.71 70.21 1939.89 
-1.00 6.04 6144.36 42.105 0.000 3.193 1143.90 40.282 100.303 6.348 97.110 3.154 582125.5 18908.3 11.72 70.45 1945.99 
-1.00 6.07 6179.58 42.095 0.000 3.210 1145.30 40.254 100.086 6.352 96.877 3.142 584055.0 18941.3 11.74 70.68 1952.08 
                 
-1.00 6.10 6214.85 42.084 0.000 3.226 1146.69 40.227 99.867 6.356 96.641 3.129 585960.2 18974.0 11.75 70.91 1958.16 
-1.00 6.13 6250.16 42.073 0.000 3.243 1148.06 40.200 99.647 6.360 96.404 3.117 587842.7 19006.5 11.77 71.14 1964.23 
-1.00 6.16 6285.51 42.063 0.000 3.259 1149.42 40.174 99.425 6.364 96.166 3.105 589707.2 19039.2 11.78 71.36 1970.30 
-1.00 6.19 6320.91 42.052 0.000 3.276 1150.77 40.148 99.202 6.368 95.926 3.093 591553.9 19072.1 11.80 71.59 1976.36 
-1.00 6.22 6356.35 42.041 0.000 3.292 1152.11 40.123 98.978 6.373 95.686 3.081 593380.2 19105.0 11.81 71.81 1982.42 
                 
-1.00 6.25 6391.82 42.031 0.000 3.309 1153.43 40.098 98.753 6.378 95.445 3.069 595185.4 19137.5 11.82 72.03 1988.46 
-1.00 6.28 6427.34 42.020 0.000 3.325 1154.72 40.074 98.526 6.382 95.201 3.057 596965.3 19169.7 11.84 72.24 1994.50 
-1.00 6.31 6462.89 42.009 0.000 3.342 1156.00 40.051 98.297 6.387 94.955 3.045 598716.3 19201.5 11.85 72.45 2000.52 
-1.00 6.34 6498.49 41.998 0.000 3.358 1157.26 40.028 98.066 6.392 94.708 3.034 600445.4 19233.3 11.86 72.66 2006.54 
-1.00 6.37 6534.12 41.987 0.000 3.375 1158.53 40.005 97.837 6.397 94.462 3.022 602172.4 19266.0 11.87 72.87 2012.55 
                 
-1.00 6.40 6569.79 41.977 0.000 3.391 1159.78 39.983 97.606 6.402 94.215 3.011 603877.0 19298.5 11.89 73.08 2018.56 
-1.00 6.43 6605.50 41.966 0.000 3.408 1161.01 39.961 97.373 6.407 93.965 3.000 605548.8 19330.2 11.90 73.28 2024.55 
-1.00 6.46 6641.25 41.955 0.000 3.424 1162.20 39.940 97.137 6.413 93.713 2.988 607190.3 19361.1 11.91 73.48 2030.53 
-1.00 6.49 6677.03 41.944 0.000 3.441 1163.37 39.919 96.898 6.418 93.457 2.977 608797.8 19391.3 11.92 73.67 2036.50 
-1.00 6.52 6712.85 41.933 0.000 3.457 1164.53 39.899 96.660 6.423 93.202 2.966 610391.5 19421.6 11.94 73.87 2042.47 
                 
-1.00 6.55 6748.70 41.922 0.000 3.474 1165.69 39.879 96.422 6.428 92.948 2.954 611979.7 19452.3 11.95 74.06 2048.43 
-1.00 6.58 6784.60 41.911 0.000 3.491 1166.83 39.860 96.185 6.434 92.694 2.943 613552.8 19482.7 11.96 74.25 2054.39 
-1.00 6.61 6820.52 41.901 0.000 3.507 1167.96 39.841 95.946 6.439 92.439 2.932 615105.3 19512.9 11.97 74.44 2060.34 
-1.00 6.64 6856.48 41.890 0.000 3.524 1169.08 39.823 95.708 6.445 92.184 2.922 616643.5 19543.0 11.98 74.62 2066.28 
-1.00 6.67 6892.47 41.879 0.000 3.540 1170.18 39.805 95.469 6.451 91.929 2.911 618165.1 19572.6 11.99 74.81 2072.22 
                 
-1.00 6.70 6928.50 41.868 0.000 3.557 1171.28 39.788 95.232 6.457 91.675 2.900 619679.8 19602.3 12.01 74.99 2078.15 
-1.00 6.73 6964.56 41.857 0.000 3.573 1172.37 39.771 94.995 6.463 91.422 2.889 621183.7 19632.1 12.02 75.17 2084.08 
-1.00 6.76 7000.66 41.846 0.000 3.590 1173.45 39.755 94.759 6.469 91.169 2.879 622676.3 19661.9 12.03 75.35 2090.01 
-1.00 6.79 7036.78 41.836 0.000 3.606 1174.53 39.739 94.523 6.475 90.917 2.868 624157.1 19691.6 12.04 75.53 2095.93 
-1.00 6.82 7072.94 41.825 0.000 3.623 1175.59 39.724 94.287 6.481 90.664 2.858 625623.1 19721.1 12.05 75.71 2101.84 
                 
-1.00 6.85 7109.13 41.814 0.000 3.639 1176.64 39.709 94.052 6.487 90.412 2.848 627075.2 19750.6 12.06 75.89 2107.75 
-1.00 6.88 7145.37 41.803 0.000 3.656 1177.69 39.694 93.816 6.493 90.160 2.837 628515.1 19780.0 12.07 76.06 2113.66 
-1.00 6.91 7181.61 41.793 0.000 3.672 1178.73 39.680 93.582 6.500 89.910 2.827 629947.6 19809.6 12.08 76.23 2119.56 
-1.00 6.94 7217.90 41.782 0.000 3.689 1179.76 39.666 93.348 6.506 89.659 2.817 631366.5 19839.1 12.09 76.41 2125.46 
-1.00 6.97 7254.22 41.771 0.000 3.706 1180.78 39.653 93.115 6.513 89.409 2.807 632774.7 19868.5 12.10 76.58 2131.36 
                 
-1.00 7.00 7290.58 41.761 0.000 3.722 1181.79 39.640 92.882 6.520 89.159 2.797 634169.7 19897.7 12.11 76.74 2137.24 


Hydrostatics for trim 0.5m by Stern

Curves



Tables




Trim -0.50 metres 
Heel 0.00 degrees 
   
Shell thickness 12.00000 mm 
Keel thickness 14.00000 mm 
Hog (+ve)/ Sag (-ve) 0.00000 metres 
Water density 1.02500 tonnes/cu.m 


All drafts are moulded

Hydrostatics


Trim Draft Displt LCB TCB VCB WPA LCF KML KMT BML BMT IL IT TPC MTC WSA 
(m) (m) (t) (m) (m) (m) (m^2) (m) (m) (m) (m) (m) (m^4) (m^4) (t/cm) (t-m/cm) (m^2) 

-0.50 1.00 840.66 41.960 0.000 0.544 930.48 43.964 405.752 18.109 405.207 17.565 332334.5 14405.7 9.54 40.22 997.31 
-0.50 1.03 869.32 42.027 0.000 0.560 932.26 43.960 393.912 17.611 393.353 17.051 333610.2 14461.6 9.56 40.37 1002.79 
-0.50 1.06 898.06 42.090 0.000 0.575 934.01 43.955 382.737 17.142 382.162 16.567 334834.8 14515.0 9.57 40.52 1008.24 
-0.50 1.09 926.83 42.148 0.000 0.591 935.60 43.948 372.184 16.696 371.593 16.106 336004.3 14563.1 9.59 40.66 1013.66 
-0.50 1.12 955.66 42.203 0.000 0.606 937.13 43.940 362.204 16.275 361.598 15.669 337137.2 14609.3 9.61 40.80 1019.06 
                 
-0.50 1.15 984.52 42.254 0.000 0.621 938.59 43.931 352.761 15.877 352.139 15.255 338233.5 14653.0 9.62 40.93 1024.44 
-0.50 1.18 1013.43 42.302 0.000 0.637 939.99 43.921 343.808 15.499 343.171 14.862 339298.6 14694.2 9.63 41.06 1029.80 
-0.50 1.21 1042.39 42.348 0.000 0.652 941.33 43.911 335.307 15.140 334.655 14.487 340332.9 14733.2 9.65 41.19 1035.16 
-0.50 1.24 1071.38 42.390 0.000 0.668 942.63 43.900 327.238 14.799 326.570 14.131 341345.7 14770.7 9.66 41.31 1040.50 
-0.50 1.27 1100.42 42.430 0.000 0.683 943.85 43.888 319.543 14.473 318.860 13.790 342320.7 14804.9 9.67 41.43 1045.83 
                 
-0.50 1.30 1129.47 42.468 0.000 0.698 945.01 43.876 312.218 14.163 311.519 13.465 343269.0 14837.0 9.69 41.54 1051.14 
-0.50 1.33 1158.58 42.503 0.000 0.714 946.16 43.864 305.243 13.868 304.529 13.154 344214.4 14868.5 9.70 41.66 1056.46 
-0.50 1.36 1187.71 42.537 0.000 0.729 947.29 43.853 298.603 13.587 297.874 12.858 345157.7 14899.4 9.71 41.77 1061.77 
-0.50 1.39 1216.88 42.569 0.000 0.745 948.41 43.842 292.274 13.320 291.530 12.576 346104.2 14929.7 9.72 41.88 1067.09 
-0.50 1.42 1246.09 42.599 0.000 0.760 949.54 43.830 286.236 13.066 285.476 12.306 347052.8 14960.4 9.73 42.00 1072.41 
                 
-0.50 1.45 1275.34 42.627 0.000 0.775 950.66 43.819 280.462 12.824 279.686 12.048 347994.7 14990.9 9.74 42.11 1077.73 
-0.50 1.48 1304.64 42.654 0.000 0.791 951.75 43.808 274.921 12.592 274.130 11.801 348917.5 15020.8 9.76 42.22 1083.05 
-0.50 1.51 1333.92 42.679 0.000 0.806 952.83 43.797 269.625 12.371 268.819 11.564 349836.7 15049.9 9.77 42.34 1088.36 
-0.50 1.54 1363.26 42.703 0.000 0.822 953.90 43.787 264.548 12.158 263.726 11.337 350759.0 15078.1 9.78 42.45 1093.67 
-0.50 1.57 1392.64 42.726 0.000 0.837 954.96 43.776 259.684 11.955 258.847 11.118 351687.7 15106.1 9.79 42.56 1098.99 
                 
-0.50 1.60 1422.05 42.748 0.000 0.852 956.03 43.764 255.020 11.761 254.168 10.908 352623.9 15134.0 9.80 42.67 1104.30 
-0.50 1.63 1451.48 42.769 0.000 0.868 957.10 43.753 250.548 11.575 249.680 10.707 353567.1 15161.8 9.81 42.79 1109.62 
-0.50 1.66 1480.95 42.788 0.000 0.883 958.17 43.741 246.254 11.396 245.371 10.513 354518.8 15189.4 9.82 42.90 1114.94 
-0.50 1.69 1510.46 42.807 0.000 0.899 959.23 43.728 242.125 11.225 241.227 10.326 355475.6 15216.7 9.83 43.02 1120.25 
-0.50 1.72 1540.00 42.825 0.000 0.914 960.29 43.716 238.152 11.060 237.238 10.146 356435.7 15243.5 9.84 43.13 1125.57 
                 
-0.50 1.75 1569.57 42.841 0.000 0.929 961.33 43.704 234.313 10.901 233.384 9.972 357378.0 15269.9 9.85 43.25 1130.89 
-0.50 1.78 1599.15 42.857 0.000 0.945 962.33 43.693 230.585 10.749 229.640 9.804 358272.7 15295.6 9.86 43.36 1136.19 
-0.50 1.81 1628.80 42.872 0.000 0.960 963.33 43.683 226.983 10.602 226.023 9.642 359166.3 15321.5 9.87 43.46 1141.49 
-0.50 1.84 1658.46 42.887 0.000 0.976 964.34 43.673 223.515 10.462 222.539 9.486 360070.5 15348.3 9.88 43.57 1146.79 
-0.50 1.87 1688.17 42.901 0.000 0.991 965.36 43.662 220.168 10.326 219.177 9.335 360982.7 15375.2 9.89 43.68 1152.09 
                 
-0.50 1.90 1717.89 42.914 0.000 1.007 966.37 43.651 216.937 10.196 215.930 9.190 361896.3 15401.5 9.91 43.80 1157.40 
-0.50 1.93 1747.64 42.927 0.000 1.022 967.37 43.641 213.811 10.070 212.789 9.048 362809.4 15427.1 9.92 43.91 1162.70 
-0.50 1.96 1777.43 42.939 0.000 1.037 968.35 43.630 210.787 9.948 209.749 8.911 363721.2 15451.9 9.93 44.02 1168.00 
-0.50 1.99 1807.25 42.950 0.000 1.053 969.32 43.620 207.853 9.830 206.800 8.777 364623.3 15476.0 9.94 44.13 1173.30 
-0.50 2.02 1837.07 42.961 0.000 1.068 970.26 43.610 205.008 9.716 203.940 8.648 365513.8 15499.3 9.95 44.23 1178.60 
                 
-0.50 2.05 1866.95 42.971 0.000 1.084 971.19 43.600 202.241 9.606 201.158 8.522 366392.1 15521.8 9.95 44.34 1183.89 
-0.50 2.08 1896.87 42.981 0.000 1.099 972.10 43.591 199.555 9.499 198.456 8.399 367263.5 15544.0 9.96 44.44 1189.18 
-0.50 2.11 1926.80 42.990 0.000 1.115 973.03 43.581 196.956 9.396 195.841 8.281 368143.0 15567.1 9.97 44.55 1194.48 
-0.50 2.14 1956.76 42.999 0.000 1.130 973.97 43.570 194.437 9.297 193.307 8.167 369029.7 15591.0 9.98 44.66 1199.78 
-0.50 2.17 1986.75 43.008 0.000 1.146 974.91 43.560 191.991 9.201 190.845 8.056 369914.1 15614.4 9.99 44.77 1205.08 
                 
-0.50 2.20 2016.76 43.016 0.000 1.161 975.83 43.549 189.614 9.108 188.453 7.948 370796.0 15637.3 10.00 44.87 1210.38 
-0.50 2.23 2046.81 43.024 0.000 1.176 976.75 43.539 187.303 9.019 186.127 7.842 371675.3 15660.0 10.01 44.98 1215.67 
-0.50 2.26 2076.89 43.031 0.000 1.192 977.66 43.529 185.056 8.931 183.864 7.740 372551.6 15682.3 10.02 45.08 1220.96 
-0.50 2.29 2106.99 43.039 0.000 1.207 978.57 43.520 182.870 8.847 181.663 7.640 373426.0 15704.4 10.03 45.19 1226.26 
-0.50 2.32 2137.12 43.045 0.000 1.223 979.47 43.510 180.743 8.765 179.520 7.543 374298.6 15726.4 10.04 45.30 1231.54 
                 
-0.50 2.35 2167.28 43.052 0.000 1.238 980.37 43.501 178.672 8.686 177.434 7.448 375169.2 15748.2 10.05 45.40 1236.83 
-0.50 2.38 2197.46 43.058 0.000 1.254 981.28 43.492 176.663 8.610 175.409 7.356 376052.8 15770.8 10.06 45.51 1242.13 
-0.50 2.41 2227.67 43.064 0.000 1.269 982.19 43.484 174.707 8.536 173.438 7.267 376939.2 15793.4 10.07 45.62 1247.42 
-0.50 2.44 2257.91 43.069 0.000 1.285 983.11 43.475 172.804 8.464 171.519 7.180 377830.1 15816.0 10.08 45.72 1252.71 
-0.50 2.47 2288.19 43.075 0.000 1.300 984.05 43.466 170.956 8.396 169.655 7.095 378734.8 15839.7 10.09 45.83 1258.01 
                 
-0.50 2.50 2318.48 43.080 0.000 1.316 984.99 43.457 169.156 8.329 167.840 7.013 379643.4 15863.6 10.10 45.94 1263.31 
-0.50 2.53 2348.81 43.085 -0.000 1.331 985.92 43.448 167.400 8.264 166.069 6.933 380550.1 15886.7 10.11 46.05 1268.61 
-0.50 2.56 2379.17 43.089 0.000 1.346 986.84 43.440 165.686 8.201 164.339 6.854 381455.1 15909.2 10.12 46.16 1273.91 
-0.50 2.59 2409.55 43.094 0.000 1.362 987.75 43.431 164.014 8.139 162.652 6.777 382359.5 15930.9 10.12 46.27 1279.21 
-0.50 2.62 2439.96 43.098 0.000 1.377 988.64 43.424 162.381 8.079 161.004 6.701 383261.0 15952.1 10.13 46.38 1284.50 
                 
-0.50 2.65 2470.40 43.102 0.000 1.393 989.53 43.416 160.781 8.020 159.388 6.628 384147.8 15973.3 10.14 46.49 1289.80 
-0.50 2.68 2500.87 43.105 0.000 1.408 990.42 43.409 159.218 7.964 157.809 6.556 385034.8 15994.8 10.15 46.60 1295.09 
-0.50 2.71 2531.36 43.109 0.000 1.424 991.31 43.401 157.692 7.909 156.269 6.485 385924.3 16016.5 10.16 46.70 1300.39 
-0.50 2.74 2561.88 43.113 0.000 1.439 992.20 43.394 156.202 7.856 154.762 6.417 386812.6 16038.4 10.17 46.81 1305.69 
-0.50 2.77 2592.43 43.116 0.000 1.455 993.09 43.386 154.745 7.805 153.290 6.350 387700.9 16060.2 10.18 46.92 1310.98 
                 
